Цена,Ссылка,Место,Кол-во комнат,Площадь,Год строительства
53 000 €,https://profitrealestate.ru/catalog_single/apartamenty-planirovki-1-1-s-mebelyu-i-tekhnikoi-v-350-metrakh-ot-plyazha-oby-alanya,"Алания, Оба",1+1,55 м2,2004
53 000 €,https://profitrealestate.ru/catalog_single/dvukhkomnatnye-apartamenty-v-centre-evropeiskogo-raiona-oba-alanya-60-m2,"Алания, Оба",1+1,60 м2,2000
137 500 €,https://profitrealestate.ru/catalog_single/elegantnaya-trekhkomnatnaya-kvartira-vsego-v-50-metrakh-ot-morya-kestel-alanya-120-m2,"Алания, Кестель",2+1,120 м2,2015
60 500 €,https://profitrealestate.ru/catalog_single/dvukhkomnatnye-apartamenty-ukomplektovannye-mebelyu-i-tekhnikoi-s-vidom-na-gory-v-makhmutalare-alanya-70-m2,"Алания, Махмутлар",1+1,70 м2,2015
110 000 €,https://profitrealestate.ru/catalog_single/trekhkomnatnye-apartamenty-gotovye-k-zaseleniyu-v-elitnom-zhilom-komplekse-makhmutlara-alanya-110-m2,"Алания, Махмутлар",2+1,110 м2,2015
53 500 €,https://profitrealestate.ru/catalog_single/trekhkomnatnye-apartamenty-bez-mebeli-v-centre-kurortnoi-alani-120-m2,"Алания, Алания центр",2+1,120 м2,2000
110 000 €,https://profitrealestate.ru/catalog_single/prostornyi-chetyrekhkomnatnyi-dupleks-s-bolshoi-obshei-ploshadyu-vsego-v-150-metrakh-ot-morya-makhmutlar-alanya-245-m2,"Алания, Махмутлар",3+1,245 м2,2010
46 000 €,https://profitrealestate.ru/catalog_single/novye-dvukhkomnatnye-apartamenty-v-komplekse-s-bogatoi-infrastrukturoi-i-gornymi-peizazhami-makhmutlar-alanya-46-m2,"Алания, Махмутлар",1+1,46 м2,2019
59 000 €,https://profitrealestate.ru/catalog_single/investicionnyi-proekt-v-raione-oba-v-2500-metrakh-ot-sredizemnogo-morya,"Алания, Оба","1+1, 2+1, 3+1",51-145 м2,2022
73 000 €,https://profitrealestate.ru/catalog_single/otlichnye-trekhkomnatnye-apartamenty-gotovye-k-zaseleniyu-v-ukhozhennom-zhilom-komplekse-makhmutlara-alanya-100-m2,"Алания, Махмутлар",2+1,100 м2,2015
64 000 €,https://profitrealestate.ru/catalog_single/uyutnye-trekhkomnatnye-apartamenty-gotovye-k-zaseleniyu-v-zhilom-komplekse-s-otlichnoi-infrastrukturoi-makhmutlar-alanya-125-m2,"Алания, Махмутлар",2+1,125 м2,2010
53 500 €,https://profitrealestate.ru/catalog_single/dvukhkomnatnaya-kvartira-s-mebelyu-v-centre-makhmutlara-alanya-60-m2,"Алания, Махмутлар",1+1,60 м2,2019
55 000 €,https://profitrealestate.ru/catalog_single/dvukhkomnatnye-apartamenty-bez-mebeli-v-300-metrakh-ot-morya-kargydzhak-alanya,"Алания, Каргыджак",1+1,65 м2,2016
45 000 €,https://profitrealestate.ru/catalog_single/kvartiry-v-rassrochku-po-cenam-zastroishika-vsego-v-400-metrakh-ot-morya-novyi-investicionnyi-proekt-v-makhmutlare-alanya,"Алания, Махмутлар","1+1, 2+1, 3+1",45-170 м2,2021
77 000 €,https://profitrealestate.ru/catalog_single/prostornaya-dvukhkomnatnaya-kvartira-v-ukhozhennom-zhilom-komplekse-raiona-oba-alanya-70-m2,"Алания, Оба",1+1,70 м2,2019
57 500 €,https://profitrealestate.ru/catalog_single/stilnye-dvukhkomnatnye-apartamenty-ukomplektovannye-mebelyu-i-tekhnikoi-v-200-metrakh-ot-centra-makhmutlara-78-m2,"Алания, Махмутлар",1+1,79 м2,2016
41 000 €,https://profitrealestate.ru/catalog_single/trekhkomnatnye-apartamenty-s-otdelnoi-kukhnei-v-300-metrakh-ot-morya-makhmutlar-alanya-90-m2,"Алания, Махмутлар",2+1,90 м2,2000
177 000 €,https://profitrealestate.ru/catalog_single/trekhetazhnaya-villa-planirovki-4-1-s-sobstvennym-zemelnym-uchastkom-vsego-v-450-metrakh-ot-morya-demirtash-alanya-230-m2,"Алания, Демирташ",4+1,230 м2,2015
92 000 €,https://profitrealestate.ru/catalog_single/byudzhetnaya-nedvizhimost-v-stroyashemsya-dome-v-rassrochku-ot-zastroishika-novyi-investicionnyi-proekt-v-avsallare-alanya-64-178-m2,"Алания, Авсаллар","1+1, 2+1, 3+1, 4+1",64-178 м2,2022
77 000 €,https://profitrealestate.ru/catalog_single/uyutnye-apartamenty-planirovki-2-1-ukomplektovannye-mebelyu-i-tekhnikoi-v-50-metrakh-ot-morya-oba-alanya-80-m2,"Алания, Оба",2+1,80 м2,2010
44 000 €,https://profitrealestate.ru/catalog_single/dvukhkomnatnaya-kvartira-s-mebelyu-i-bytovoi-tekhnikoi-v-100-metrakh-ot-centra-alani,"Алания, Алания центр",1+1,65 м2,2003
54 000 €,https://profitrealestate.ru/catalog_single/nedorogie-kvartiry-po-cenam-zastroishika-novyi-investproekt-v-makhmutlare-50-145-m2,"Алания, Махмутлар","1+1, 2+1, 3+1",50-145 м2,2022
97 500 €,https://profitrealestate.ru/catalog_single/Novaia_prostornaia_trehkomnatnaia_kvartira_v_komplekse_s_bogatoi_infrastrukturoi_115_m2,"Алания, Махмутлар",2+1,115 м2,2020
116 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_s_vidom_na_more_7_etazh_podogrev_pola_vo_vsei_kvartire_Izvestnyi_komplekse_v_Mahmutlare_s_sobstvennym_pliazhem__Sdacha_v_iiune_2021,"Алания, Махмутлар",2+1,90 м2,2021
87 000 €,https://profitrealestate.ru/catalog_single/apartamenty_ploshadiu_101m2_v_raione_Avsallar,"Алания, Авсаллар",2+1,101 м2,2015
41 500 €,https://profitrealestate.ru/catalog_single/Biudzhetnaia_trehkomnatnaia_kvartira_v_samom_centre_raiona_Mahmutlar_105m2,"Алания, Махмутлар",2+1,105 м2,2000
69 500 €,https://profitrealestate.ru/catalog_single/Nedorogoi_piatikomnatnyi_dupleks_vsego_v_250_metrah_ot_pliazha_Oba_Alania_220_m2,"Алания, Оба",4+1,220 м2,2007
82 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_s_mebeliu_i_tehnikoi__uhozhennom_zhilom_komplekse_raiona_Dzhikdzhilli_Alania_110_m2,"Алания, Джикджилли",2+1,110 м2,2007
49 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_300_metrah_ot_centra_Alani_60_m2,"Алания, Алания центр",1+1,60 м2,2000
77 000 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhurovnevaia_kvartira_planirovki_31_v_uhozhennoi_rezidencii_Avsallara_Alania_130_m2,"Алания, Авсаллар",3+1,130 м2,2018
50 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_400_metrah_ot_peschanyh_pliazhei_Avsallara_Alania_55_m2,"Алания, Авсаллар",1+1,55 м2,2018
72 500 €,https://profitrealestate.ru/catalog_single/Dvuhurovnevaia_kvartira_planirovki_21_s_mebeliu_v_zhilom_komplekse_s_horoshei_infrastrukturoi_Mahmutlar_Alania,"Алания, Махмутлар",2+1,110 м2,2015
90 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_villa_vsego_v_350_metrah_ot_moria_Kargydzhak_Alania_140_m2,"Алания, Каргыджак",3+1,140 м2,2018
395 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_dvuhetazhnaia_villa_na_etape_stroitelstva_s_sobstvennym_basseinom_i_velikolepnymi_panoramnymi_peizazhami_v_Kargydzhake_Alania_215_m2,"Алания, Каргыджак",4+1,215 м2,2021
54 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_350_metrah_ot_pliazha_Tosmur_Alania_65_m2,"Алания, Тосмур",1+1,65 м2,2006
43 500 €,https://profitrealestate.ru/catalog_single/Stilnaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_po_vygodnoi_cene_v_Mahmutlare_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2012
48 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_400_metrah_ot_moria_Mahmutlar_Alania_75_m2,"Алания, Махмутлар",1+1,75 м2,2014
97 000 €,https://profitrealestate.ru/catalog_single/Uiutnye_trehkomnatnye_apartamenty_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2017
61 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_bez_mebeli_v_250_metrah_ot_centra_Mahmutlara_Alania_100_m2,"Алания, Махмутлар",2+1,100 м2,2012
66 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_bez_mebeli_v_zhilom_komplekse_s_produmannoi_infrastrukturoi_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2013
145 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_dvuhurovnevaia_kvartira_planirovki_21_s_roskoshnym_vnutrennim_intererom_i_bolshoi_obshei_ploshadiu_Mahmutlar_Alania_166_m2,"Алания, Махмутлар",2+1,166 м2,2017
121 000 €,https://profitrealestate.ru/catalog_single/Uiutnye_triohkomnatnye_apartamenty_gotovye_k_zaseleniiu_vsego_v_200_metrah_ot_moria_Tosmur_Alania,"Алания, Тосмур",2+1,111 м2,2013
57 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_po_vygodnoi_cene_vsego_v_50_metrah_ot_centra_Alani_67_m2,"Алания, Алания центр",1+1,67 м2,2000
68 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_zhilom_komplekse_premium_klassa_Mahmutlar_Alania_65_m2,"Алания, Джикджилли",1+1,65 м2,2014
98 000 €,https://profitrealestate.ru/catalog_single/Elegantnaia_trehkomnatnaia_kvartira_v_rezidencii_s_polnoi_infrastrukturoi_Mahmutlar_Alania_115_m2,"Алания, Махмутлар",2+1,115 м2,2015
54 000 €,https://profitrealestate.ru/catalog_single/Prostornye_dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_komplekse_s_bogatoi_infrastrukturoi_vsego_v_150_metrah_ot_centra_Mahmutlara_Alania,"Алания, Махмутлар",1+1,80 м2,2014
58 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_s_otlichnoi_lokaciei_v_centre_Mahmutlara_Alaniia_350_metrov_do_moria_vygodnye_ceny,"Алания, Махмутлар","1+1, 2+1, 3+1",60-157 м2,2022
104 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_elitnom_zhilom_komplekse_Oba_Alania_120_m2,"Алания, Оба",2+1,120 м2,2015
129 000 €,https://profitrealestate.ru/catalog_single/Triohetazhnaia_villa_planirovki_41_vsego_v_200_metrah_ot_pliazha_Konakly_Alania_240_m2,"Алания, Конаклы",4+1,240 м2,2009
49 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_trehkomnatnaia_kvartira_vsego_v_100_metrah_ot_pliazha_raiona_Oba__Alania,"Алания, Оба",2+1,90 м2,2000
65 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_uhozhennom_zhilom_komplekse_Mahmutlara_Alania_135_m2,"Алания, Махмутлар",2+1,135 м2,2008
78 000 €,https://profitrealestate.ru/catalog_single/Investicionnyi_proekt_v_samom_centre_Alanii_stilnyi_kompleks_s_infrastrukturoi_rassrochka_do_dekabria_2022,"Алания, Алания центр","1+1, 2+1, 3+1","59-161,5 м2",2022
118 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_s_bolshoi_obshei_ploshadiu_na_pervoi_beregovoi_linii_Mahmutlar_Alania_130_m2,"Алания, Махмутлар",2+1,130 м2,2000
156 500 €,https://profitrealestate.ru/catalog_single/Prostornye_apartamenty_planirovki_21_s_vidom_na_more_gory_i_reku_Dimchai_v_Tosmure_120_m2,"Алания, Тосмур",2+1,120 м2,2007
117 000 €,https://profitrealestate.ru/catalog_single/Otlichnaia_trehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_vsego_v_150_metrah_ot_pliazha_Tosmura_Alania_1,"Алания, Тосмур",2+1,110 м2,2011
93 500 €,https://profitrealestate.ru/catalog_single/Triohkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_vsego_v_150_metrah_ot_pliazha_Oba_Alania,"Алания, Оба",2+1,100 м2,2006
70 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_uiutnom_zhilom_komplekse_raiona_Dzhikdzhilli_Alania_110_m2,"Алания, Джикджилли",2+1,110 м2,2012
181 500 €,https://profitrealestate.ru/catalog_single/SHestikomnatnyi_dupleks_ukomplektovannyi_mebeliu_i_tehnikoi_v_uhozhennom_zhilom_komplekse_Kestelia_Alania_250_m2,"Алания, Кестель",5+1,250 м2,2012
93 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnye_apartamenty_s_bolshoi_obshei_ploshadiu_vsego_v_250_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",3+1,150 м2,2015
49 500 €,https://profitrealestate.ru/catalog_single/Nedorogaia_dvuhkomnatnaia_kvartira_v_centre_Alani_i_v_200_metrah_ot_moria,"Алания, Алания центр",1+1,55 м2,2000
66 000 €,https://profitrealestate.ru/catalog_single/Prostornye_trehkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_250_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",2+1,115 м2,2017
145 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_trehkomnatnaia_kvartira_s_vidom_na_more_na_pervoi_beregovoi_linii_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2015
84 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_20_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",2+1,110 м2,2006
53 000 €,https://profitrealestate.ru/catalog_single/Stilnaia_dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_novoi_rezidencii_Mahmutlara_Alania_47_m2,"Алания, Махмутлар",1+1,47 м2,2020
97 000 €,https://profitrealestate.ru/catalog_single/Novaia_trehkomnatnaia_kvartira_v_zhilom_komplekse_s_otlichnoi_infrastrukturoi_Mahmutlar_Alania_105_m2,"Алания, Махмутлар",2+1,105 м2,2019
64 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_s_mebeliu_vsego_v_80_metrah_ot_moria_Alania_centr_50_m2,"Алания, Алания центр",1+1,50 м2,2000
58 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_300_metrah_ot_pliazha_Avsallara_Alania,"Алания, Авсаллар",1+1,55 м2,2017
59 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_na_zavershaiushem_etape_stroitelstva_v_300_metrah_ot_centra_Mahutlara_Alania_100_m2,"Алания, Махмутлар",2+1,100 м2,2021
46 500 €,https://profitrealestate.ru/catalog_single/Kvartiry_na_etape_stroitelstva_po_cenam_zastroishika__Mahmutlara_Alania_48110_m2,"Алания, Махмутлар","1+1, 2+1",48-110 м2,2022
86 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnyi_dupleks_s_otdelnoi_kuhnei_vsego_v_250_metrah_ot_moria_Oba_Alania_170_m2,"Алания, Оба",3+1,170 м2,2004
48 500 €,https://profitrealestate.ru/catalog_single/Novye_dvuhkomnatnye_apartamenty_ukomplektovannye_mebeliu_v_400_metrah_ot_moria_Mahmutlar_Alania_68_m2,"Алания, Махмутлар",1+1,68 м2,2018
44 000 €,https://profitrealestate.ru/catalog_single/Elegantnaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_po_vygodnoi_cene_v_Mahmutlare_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2012
140 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_trehkomnatnyi_dupleks_polnostiu_ukomplektovannyi_mebeliu_i_tehnikoi_v_rezidencii_premiumklassa_Kestel_Alania_170_m2,"Алания, Кестель",2+1,170 м2,2015
102 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_trehkomnatnaia_kvartira_s_vidom_na_more_i_gory_v_100_metrah_ot_poberezhia_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2013
62 500 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovkoi_21_v_centralnom_raione_goroda_Alaniia,"Алания, Джикджилли",2+1,110 м2,2008
57 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_trehkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_vsego_v_250_metrah_ot_moria_Mahmutlar_Alania_120_m2,"Алания, Махмутлар",2+1,120 м2,2005
98 500 €,https://profitrealestate.ru/catalog_single/Novye_trehkomnatnye_apartamenty_v_komplekse_s_otlichnoi_infrastrukturoi_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2020
64 000 €,https://profitrealestate.ru/catalog_single/Triohkomnatnaia_kvartira_v_uiutnom_zhilom_komplekse_vsego_v_200_metrah_ot_centra_Oba_Alania_110_m2,"Алания, Оба",2+1,110 м2,2008
64 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_centre_Alani_po_cenam_zastroishika_Novyi_investicionnyi_proekt_v_250_metrah_ot_moria,"Алания, Алания центр","1+1, 2+2, 3+2",40-160 м2,2021
64 000 €,https://profitrealestate.ru/catalog_single/Nedvizhimost_na_etape_stroitelstva_v_Alanii_Novyi_investicionnyi_proekt_v_populiarnom_raione_Tosmur_43124_m2,"Алания, Тосмур","1+1, 2+1",43-124 м2,2022
74 000 €,https://profitrealestate.ru/catalog_single/Novye_dvuhurovnevye_apartamenty_planirovki_21_v_150_metrah_ot_centra_Alani_110_m2,"Алания, Алания центр",2+1,110 м2,2020
49 000 €,https://profitrealestate.ru/catalog_single/Nedorogie_dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_Mahmutlar_Alania_68_m2,"Алания, Махмутлар",1+1,68 м2,2018
66 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu__v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutdar_Alania_65_m2,"Алания, Махмутлар",1+1,65 м2,2017
33 000 €,https://profitrealestate.ru/catalog_single/Nedvizhimost_u_moria_ot_zastroishika_po_vygodnym_cenam_Novyi_investicionnyi_proekt_v_Avsallare_Alania_46144_m2,"Алания, Авсаллар","1+1, 2+1, 3+1",46-144 м2,2021
65 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_riadom_s_centralnym_parkom_i_vsego_v_200_metrah_ot_moria_Mahmutlar_Alania_120_m2,"Алания, Махмутлар",2+1,120 м2,2012
60 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_ukomplektovannye_mebeliu_i_tehnikoiv_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_75_m2,"Алания, Махмутлар",1+1,75 м2,2018
71 500 €,https://profitrealestate.ru/catalog_single/Uiutnye_trehkomnatnye_apartamenty_v_komplekse_s_produmannoi_infrastrukturoi_vsego_v_300_metrah_ot_pliazha_Kestelia_Alania,"Алания, Кестель",2+1,110 м2,2016
64 000 €,https://profitrealestate.ru/catalog_single/prostornaya-dvuhkomnatnaya-kvartira-v-zhilom-komplekse-s-bogatoj-infrastrukturoj-mahmutlar-alan%D1%8Cya-80-m2,"Алания, Махмутлар",1+1,80 м2,2017
43 000 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhkomnatnaia_kvartira_po_vygodnoi_cene_v_zhilom_komplekse_postroennom_v_2020_godu_Mahmutlar_Alania,"Алания, Махмутлар",1+1,50 м2,2020
55 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_trehkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_zhivopisnom_raione_Mahmutlara_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2008
200 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_triohetazhnaia_villa_vsego_v_400_metrah_ot_pliazha_Konakly_Alania_200_m2,"Алания, Конаклы",3+1,210 м2,2017
47 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_bez_mebeli_v_uiutnom_zhilom_komplekse_Avsallar_Alania_55_m2,"Алания, Авсаллар",1+1,55 м2,2015
71 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_v_novom_zhilom_komplekse_postroennom_v_2020_godu_Oba_Alania_72145_m2,"Алания, Оба",2+1,72-145 м2,2020
120 000 €,https://profitrealestate.ru/catalog_single/Dvuhurovnevaia_kvartira_planirovki_31_s_potriasaiushimi_panoramnymi_vidami_Alania_185_m2,"Алания, Алания центр",3+1,185 м2,2010
112 000 €,https://profitrealestate.ru/catalog_single/Stilnye_trehkomnatnye_apartamenty_gotovye_k_zaseleniiu_vsego_v_100_metrah_ot_centra_evropeiskogo_raiona_Oba_Alania,"Алания, Оба",2+1,75 м2,2005
